531;İstatistiklerle Türkiye 2012;;TÜİK Matbaası;Ankara - 2013
532;Türkiye İstatistik Cep Yıllığı 1984  Statistical Pocket book  of Turkey;;TÜİK Matbası;Ankara - 1984
533;Türkiye İstatistik Cep Yıllığı 1986  Statistical Pocket book  of Turkey;;TÜİK Matbası;Ankara - 1986
534;Türkiye İstatistik Yıllığı 1987;;TÜİK Matbası;Ankara - 1988
535;Türkiye İstatistik Yıllığı 1989;;TÜİK Matbası;Ankara - 1990
536;Türkiye İstatistik Yıllığı Turkey's Statistical Yearbook  1993;;TÜİK Matbası;Ankara - 1994
537;Türkiye İstatistik Yıllığı Turkey's Statistical Yearbook  1994;;TÜİK Matbası;Ankara - 1995
538;Türkiye İstatistik Yıllığı 1999;;TÜİK Matbası;Ankara - 2000
539;Türkiye İstatistik Yıllığı 2000;;TÜİK Matbası;Ankara - 2001
540;Türkiye İstatistik Yıllığı 2001;;TÜİK Matbası;Ankara - 2002
541;Türkiye İstatistik Yıllığı 2002;;TÜİK Matbası;Ankara - 2003
542;Türkiye İstatistik Yıllığı 2003 Turkey's Statistical Yearbook   ;;TÜİK Matbası;Ankara - 2004
543;Türkiye İstatistik Yıllığı 2004 Turkey's Statistical Yearbook   ;;TÜİK Matbası;Ankara - 2005
544;Türkiye İstatistik Yıllığı 2005 Turkey's Statistical Yearbook   ;;TÜİK Matbası;Ankara - 2006
545;Türkiye İstatistik Yıllığı Turkey's Statistical Yearbook  2007;;TÜİK Matbası;Ankara - 2008
546;Türkiye İstatistik Yıllığı Turkey's Statistical Yearbook  2009;;TÜİK Matbası;Ankara - 2010
547;Türkiye İstatistik Yıllığı Turkey's Statistical Yearbook  2010;;TÜİK Matbası;Ankara - 2011
548;Osmanlı Dönemi Tarım İstatistikleri 1909, 1913 ve 1914 (Tarihi İstatistikler Dizisi Cilt 3);;Başbakanlık DİE;Ankara - 1997
549;Osmanlı Sanayii 1913, 1915 Yılları Sanayi İstatistiki (Tarihi İstatistikler Dizisi Cilt 4);;Başbakanlık DİE;Ankara - 1997
550;Osmanlı Devletinin İlk İstatistik Yıllığı 1987 (Tarihi İstatistikler Dizisi Cilt 5);;Başbakanlık DİE;Ankara - 1997
551;Bölgesel İzleme Göstergeleri - 1 İzmir;;İzmir Bölge Sanayi;Ankara - 2005
552;Türkiye'de Toplum ve Siyaset - Makaleler 1 (19. Baskı);Şerif MARDİN;İletişim Yayınları;İstanbul - 2012
553;Türkiye'de Demokratik Standartların Yükseltilmesi - Tartışmalar ve Son Gelişmeler;;TÜSİAD;İstanbul - 1999
554;Küreselleşme ve Türkiye (Türkiye'de Devletin Gelişimi) ;Ed: Cevat OKUTAN, Yaz: Mehmet AKAD ve Diğ.;Seçkin Yayıncılık;Ankara - 2007
555;Kurumsal Devlet Huzurlu Millet ;Bahattin ÖZBUĞUTU;Yeni Türkiye Yayınları ;İstanbul-2016
556;Çağdaş Devlet Anlayışı ve Türkiye;Ali ÖZGÜVEN;İstanbul Kültür Üniversitesi;İstanbul - 2014
557;Sınır İstatistikleri 2008;;Kültür ve Turizm Bakanlığı ;Ankara - 2009
558;21. Yüzyılda Türk Dünyası Jeopolitiği - Cilt II;Ü.ÖZDAĞ, Y. KALAFAT,M.S.EROL;Avrasya - Bir Vakfı;Ankara - 2003
559;21. Yüzyılda Türk Dünyası Jeopolitiği - Cilt III;Ü.ÖZDAĞ, Y. KALAFAT,M.S.EROL;Avrasya - Bir Vakfı;Ankara - 2003
560;21. Yüzyılda Türk Dünyası Jeopolitiği - Cilt IV;Ü.ÖZDAĞ, Y. KALAFAT,M.S.EROL;Avrasya - Bir Vakfı;Ankara - 2003
561;Değişen Avrasya'da Kafkasya;Haleddin İBRAHİMLİ;Avrasya - Bir Vakfı;Ankara - 2001
562;Türkiye ve Türk Dünyası Jeopolitiği;Muzaffer ÖZDAĞ;Avrasya - Bir Vakfı;Ankara - 2003
563;Egemenlik Sorunu - I. Uluslararası Felsefe Konferansı;;Kocaeli Üniversitesi;Kocaeli - 2004
564;Pasif ve Dışlayıcı Laiklik - ABD, Fransa ve Türkiye;Ahmet T. KURU;İstanbul Bilgi Üniversitesi;İstanbul - 2011
565;Political Theory an Introdaction - Second Edition;Andrew HEYWOOD;Mc Millan Press;Amerika - 1999
566;Siyasal Düşünceler ve Yönetimler - 9. Bası;Ayferi GÖZE;Beta Yayıncılık;İstanbul - 2000
567;100 Soruda Siyasi Düşünce Tarihi;Mustafa SARICA;Gerçek Yayınevi;İstanbul - 1996
568;İktisadi Doktrinler ve Sistemler Tarihi;Aydın YALÇIN;Bilim yayınları;Ankara - 1976
569;Hegamonya ve Sosyalist Strateji;Ernesto Laclau, Chantal Mouffe;İletişim Yayınları;İstanbul - 2008
570;Atatürk ve Türk Milliyetçiliği;Muzaffer ÖZDAĞ;Avrasya - Bir Vakfı;Ankara - 2003
571;İslam ve Demokrasi - Avrasya Dosyası;;Avrasya - Bir Vakfı;Ankara - 2005
572;"Açık Kapı Politikasından Yabancı Düşmanlığına: İngiltere'de Irkçılık, Dış Göç ve Irk 
İlişkileri";Sedat LAÇİNER;Avrasya - Bir Vakfı;Ankara - 2001
573;Yerel Demokrasi ve Türkiye;Kemal GÖRMEZ;Vadi Yayınları;Ankara - 1997
574;Yönetsel Etkililik, Demokrasi ve İl sayısı;;Friederich Ebert Vakfı;İstanbul - 1998
575;Urban Management Development;Alan Duben, Sadun Emrealp;IULA EMME;İstanbul - 1993
576;Batılılaşma & Düzenin Yabancılaşması - 3. Baskı;İdris KÜÇÜKÖMER;Profil Yayıncılık;İstanbul - 2012
577;The End Of Hıstory And The Last Man;Francıs Fukuyama;Free Press;New York - 2006
578;The Origins Of Political Order;Francıs Fukuyama;Farrar, Straus and Giroux;New York - 2012
579;Türkiye'de Siyasi İstikrar Sorunu ve Çözüm Yolları;Fevzi DEMİR;İzmir Ticaret Odası;İzmir - 1998
580;Siyasal Düşünceler Tarihi;Alaeddin Şenel;Bilim ve Sanat Yayınları;Ankara - 1997
581;Türkiye'nin Siyasal Haritası (1950-1995);Bülent TANLA;TBMM;Ankara - 1997
582;İmparatorluktan Tanrı Devletine;Mehmet Ali Ağaoğulları, Levent Köker;İmge Kitabevi;Ankara - 1996
583;Kent Devletinden İmparatorluğa;Mehmet Ali Ağaoğulları;İmge Kitabevi;Ankara - 1994
584;Kral Devlet Yada Ölümlü Tanrı;Mehmet Ali Ağaoğulları,Cemal Bali Akal,Levent Köker;İmge Kitabevi;Ankara - 1994
585;Tanrı Devletinden Kral-Devlete;Mehmet Ali Ağaoğulları;İmge Kitabevi;Ankara - 1997
586;Toplum Sözleşmesi;Jean-Jackques ROUSSEAU;Öteki Yayınevi;İstanbul - 2014
587;Feodalite ve Osmanlı Düzeni;Halil CİN, Gül AKYILMAZ;Çağ Üniversitesi;Adana - 2000
588;Anayasal Demokrasi - 4. Baskı;Mustafa ERDOĞAN;Siyasal Kitabevi;Ankara - 2001
589;Anayasal Demokrasi - 6. Baskı;Mustafa ERDOĞAN;Siyasal Kitabevi;Ankara - 2004
590;Hakiki Demokrasi ve Dejenere Demokrasi;Abdülkadir ERENER;Danışma Meclisi;İstanbul - 1982
591;Türkiye'nin Demokrasi Sorunu;Mehmet Semih GEMALMAZ;İstanbul S.M.M.M. Odası;İstanbul - 1998
592;Demokrasi, Sivil Toplum Kuruluşları ve Yönetişim;İbrahim YILDIRIM;Seçkin Yayıncılık;Ankara - 2004
593;Türkiye ve Avrupa'da İslam, Devlet ve Modern Toplum - Seminer Raporları;;Konrad - Adennauer - Stiftung;Ankara - 2005
594;Emeğin Gücü - 1870'den Günümüze İşçi Hareketleri ve Küreselleşme;Beverly Silver;Yordam Kitap;İstanbul - 2009
595;İşçi-Politika-Sendika-Parti İlişkileri;;Türk-İş;Ankara - 1976
596;"""Yenileşme ve Değişim İçin Türkiye'de Sosyal Diyaloğu Güçlendirme Projesi"" Hibe 
Programı Çerçevesinde Desteklenen Projeler";;Çalışma ve Sosyal Güvenlik Bakanlığı;Ankara - 1983
597;Baskı Gruplarının Siyasal İktidarla İlişkileri (Doktora Tezi);Mehmet AKAD ;İstanbul Üniversitesi;İstanbul - 1976
598;Yeni Kuşak İnsan Hakları;Editör: Kıvılcım AKKOYUNLU ERTAN;TODAİ;Ankara-2013
599;İnsan Hakları, Özgürlükleri ve Emeği  İle ;Yalçın Turgut BALABAN;Hizmet İş Sendikası Yayınları;Ankara-2010
600;28 Şubat'tan Günümüze Demokrasi, İnsan Hakları ve Yargı Serüvenimiz;Av. Mahmut ÖZBAY;Adalet Yayınevi ;Ankara - 2011
601;2007 Türkiye İnsan Hakları Raporları;;Başbakanlık İnsan Hakları Başkanlığı;Ankara - 2009
602;2008 Türkiye İnsan Hakları Raporu (Değerlendirme);;Başbakanlık İnsan Hakları Başkanlığı;Ankara - 2009
603;Dayanışma Hakları;İbrahim Ö. KABOĞLU;TODAİE  ;Ankara - 1996
604;Demokrasi ve Demokrasi Düşüncesinin Gelişmesi;Gencay ŞAYLAN;TODAİE  ;Ankara - 1998
605;Farklı Bakış Tarzlarıyla İnsan Hakları Uygulamaları;;Emniyet Genel Müdürlüğü;Ankara - 2000
606;Günlük Yaşamda İnsan Hakları;İnsan Hakları Bilgi Merkezi;Avrupa Konseyi;Ankara - 1997
607;"İnsan Hakları - ""Demokratik Standartların Yükseltilmesi Paketi""";;TÜSİAD;İstanbul - 1998
608;İnsan Hakları - Eğitim Hakkı;Mesut GÜLMEZ;TODAİE ;Ankara - 1996
609;İnsan Hakları -Lozandan Günümüze Taraf Olduğumuz Sözleşmeler (4 Cilt);Mehmet AKZAMBAK;TBMM Kültür Sanat ve Yayın Kur.;Ankara - 1997
610;İnsan Hakları ve Türkiye - Panel;;Hak-İş Sen.;Ankara - 1998
611;İnsan Haklarının Uluslararası Korunması;Mesut GÜLMEZ;TODAİE;Ankara - 1996
612;İnsan Haklarının Uluslararası Korunması ve TBMM Sempozyumu - Bildiriler;;TBMM;Antalya - 1991
613;Türkiye'de Demokrasi ve İnsan Hakları;Oktay UYGUN;TODAİE;Ankara - 1996
614;Türkiye'de ve Dünyada İnsan Hakları;Hikmet Sami TÜRK;Başbakanlık;Ankara - 1998
615;Yeni Kuşak İnsan Hakları;Ed: Kıvılcım Akkoyunlu ERTAN;TODAİE ;Ankara - 2013
616;Yeni Türkiye İnsan Hakları Özel Sayısı   ;;Yeni Türkiye Medya Hizmetleri;Ankara - 1998
617;Yoksulluk, Şiddet ve İnsan Hakları;Ed: Yasemin ÖZDEK;TODAİE;Ankara - 2002
618;Yurttaş 2000;İştar B. GÖZAYDIN, Ayşe Bilge DİCLELİ;MESS;İstanbul - 1999
619;Yurttaşlık Tartışmaları: Yeni Yaklaşımlar;Ed: Filiz KARTAL;TODAİE;Ankara - 2010
620;Human Rights Handbook - 12 adet kitapçık;;İçişleri Bakanlığı;Ankara - 2012
621;Demokrasi - Eğitim Notları Kitap 2;;Petrol-İş;İstanbul - 1993
622;Halkın Yönetime Etkisi;Mümtaz Soysal;TODAİE;Ankara - 1968
623;Herkes için Demokrasi (Demokrasi Kültürü İçin Eğitim- Öğretmen Kitabı);"David Mcquoid-Mason ve Diğ., Çev. İker 
Gökhan ŞEN";Anadolu Üniversitesi ;Eskişehir - 2014
624;Herkes İçin İnsan Hakları (Hak Kültürüne Yönelik Eğitim);"David Mcquoid-Mason ve Diğ., Çev. Kasım 
AKBAŞ";Anadolu Üniversitesi ;Eskişehir - 2014
625;Belgelerle İnsan Hakları Eğitimi Birleşmiş Milletler Onyılı;Mesut GÜLMEZ;TODAİE;Ankara - 1998
626;İnsan Hakları Eğitimi Türkiye Programı (1998-2007);;İnsan Hakları Ulusal Komitesi;Ankara - 1999
627;İnsan Hakları ve Demokrasi Eğitimi - Egemenlik İnsanındır;Mesut GÜLMEZ;TODAİE;Ankara - 2001
628;İngiltere, Terör, Kuzey irlanda Sorunu ve İnsan Hakları;Sedat LAÇİNER;Avrasya - Bir Vakfı;Ankara - 2001
629;1996 Türkiye İnsan Hakları Raporu;;TİHV;Ankara - 1998
630;Türkiye'de İnsan Hakları;;TODAİE;Ankara - 2000
631;Roman Çalıştayı Raporu;Devlet Bakanlığı;Devlet Bakanlığı;Ankara-2010
632;"Azınlık Kavramı ve Azınlık Haklarının Uluslararası Belgeler ve Özellikle Medeni ve 
Siyasi Haklar Sözleşmesinin 27. Md. Işığında İncelenmesi";Ayşe Füsun ARSAVA;Ankara Üniversitesi;Ankara - 1993
633;Herkes  Özgür ve Eşit Doğar - Uluslararası İnsan Hakları Hukukunda Cinsel Yönelim ve Cinsiyet Kimliği;;BM İnsan Hakları Yüksek Komiserliği;Newyork, Geneva-2013
634;Kadın ve Çocuk Hakları Açısından Yeni Türk Medeni Kanunu;Ahmet KILIÇOĞLU;Başbakanlık Kadının Statüsü Gen Müd.;Ankara - 2003
635;"İnsan Hakları Koordinatör Üst Kurulunun Çalışmaları III - İnsan Hakları Açısından 
Kadının Durumu, Sorunları ve Çözüm Önerileri";;Başbakanlık İnsan Hak. Koord. Üst Kur.;Ankara - 1998
636;"Kadının  İnsan Hakları Projesi II - Orta ve Üst Sosyo-Ekonomik Düzeydeki Ailelerde 
Kadına Yönelik Şiddet";;Kadın Dayanışma Vakfı;Ankara - 1997
637;Kadının Karar Mekanizmalarında Temsilinin ve Gücünün Arttırılması Semineri;Ed. Büykelçi (E.) Murat BİLHAN;İstanbul Kültür Üniversitesi;İstanbul - 2011
638;"Kadının Siyasal Yaşama Katılımında Siyasi Parti Kadın Kollarının Rolü (TBMM'de Grubu 
Bulunan Siyasi Partiler Bağlamında Ankara İli Örneği)";Mustafa ÇADIR;Başbakanlık Kadının Statüsü Gen Müd.;Ankara - 2011
639;Milli Eğitim Sağlık Eğitim Vakfı (Çalışan Çocukların Penceresinden Projesi) ;Editör Celal İnal ;AB Katılım Öncesi STK Güçlendirme Prg.;Ankara-2008
640;"Çocuk Hakları El Kitabı - Medya Örgütlenmesi Yoluyla Çocuk İşçiliğine Karşı Farkındalık 
Geliştirme Projesi";;Hak-İş  - Türk-İş  - ÇSGB;Ankara - 2009
641;Çocuk Haklarına Dair Sözleşme Uygulama El Kitabı;Rachel Hodgkin, Peter Newell;UNİCEF;Newyork - 1998
642;Çocuk Hukuku - Çocukların Hakları ve Korunması (Gen. 2. Baskı);Emine AKYÜZ;Pegem Akademi;Ankara - 2012
643;Çocuklara Uygun Bir Dünya - Binyılın Kalkınma Hedefleri Özel Çocuk Oturumu Belgeleri Çocuk Hakları Sözleşmesi;;UNİCEF;New York - 2004
644;Çocukların Korunmasına İlişkin Milletlerarası Sözleşmeler ve Türk Hukuku;Bilgin TİRTAKİOĞLU;Başbakanlık Aile Araştırma Kurumu;Ankara - 2000
645;Milletlerarası Özel Hukukda Çocuklara İlişkin Kurallar;Bilgin TİRTAKİOĞLU;Başbakanlık Aile Araştırma Kurumu;Ankara - 2000
646;"Önce Çocuklar - Çocuk Haklarına Dair Sözleşme - Çocuk Zirvesi Dünya Bildirgesi ve 
Faaliyet Planı";;UNİCEF;Ankara - 1996
647;Pusulacık - Çocuklar İçin İnsan Hakları Eğitimi Kılavuzu;Nancy Flowers, Çev: Metin Çulhaoğlu;İstanbul Bilgi Üniversitesi;İstanbul - 2010
648;Yaşlılık Hukuku;Cafer Tufan YAZICIOĞLU;Türkiye İşçi Emeklileri Der.;Ankara - 2009
649;Demokrasi Krizi - Öneriler ve Olanaklar;;TMMOB;Ankara - 1998
650;Sosyal Adalet İçin İnsan Hakları: Sosyal Haklar - Bildiriler Kitabı;Ed. Kıvılcım Akkoyunlu Ertan ve Diğ.;TODAİE ;Ankara - 2014
651;Ayrımcılık Yasağı - Eğitim Rehberi;İdil Işıl GÜL, Ulaş KARAN;İstanbul Bilgi Üniversitesi;İstanbul - 2011
652;Ayrımcılık Yasağı - Kavram, Hukuk, İzleme ve Belgeleme;İdil Işıl GÜL, Ulaş KARAN;İstanbul Bilgi Üniversitesi;İstanbul - 2011
653;100 Soruda Bilgi Edinme Rehberi;Mahmut ÇOLAK;Mali Hukuk Dergisi;Ankara - 2009
654;Demokratik Yönetimin  Birinci Adımı Bilgi Edinme Hakkı;Gürsel ÖZKAN;Türkiye Kamu-Sen;Ankara - 2004
655;Yeni Anayasa Perspektifinde Sendikal Haklar Projesi - Proje Raporu;;ÇSGB;Ankara - 2017
656;Temel Hakların Sınırlanması ve Özü;Fazıl SAĞLAM;Ankara Üniversitesi;Ankara - 1982
657;Siyasal Katılma ve Katılma Davranışına Ailenin Etkisi;Birkan UYSAL;TODAİE ;Ankara - 1984
658;Iraklı Sığınmacılar ve Türkiye  (1988-1991);Muhteşem KAYNAK ve Diğ.;Tanmak Yayınları;Ankara - 1992
659;Yabancılar Hukukuna İlişkin Temel Konular;Nuray EKŞİ;Beta Yayıncılık;İstanbul - 2011
660;Yurtdışında Çalışan ve Yurda Dönen Vatandaşlarımıza  Sunulan Hizmetler;;Ç.S.G.B. DİYİH Gen. Müd.;Ankara - 1991
661;Yurtdışındaki Vatandaşlarımıza İlişkin Gelişmeler ve Sayısal Bilgiler (2005-2006 Raporu);;Ç.S.G.B. DİYİH Gen. Müd.;Ankara - 2007
662;Avrupa Türkleri;Ç. Fuat AYDEMİR;Ulucan Matbası;Ankara - 1979
663;Adalet Partisi - Türkiye'nin Yakın Siyasetinde Bir Örnek Olay;Filiz Demirci GÜLER;TODAİE ;Ankara - 2003
664;Siyasi Parti Yönetimi;Güneş N. BERBEROĞLU;Anadolu Üniversitesi;Eskişehir - 1997
665;Siyasi Partilerde Reform;Ali ÇARKOĞLU ve Diğ.;Türkiye Ekonomik ve Sosyal Etütler V.;İstanbul - 2000
666;Siyasi Parti Liderlerinin İşçi ve Yurt Sorunlarına Bakışı;;Türk-İş;Ankara - 1991
667;Kadınların Siyasal Katılımları Çerçevesinde Kadın Meclislerinin Yerel siyasetteki Etkinlikleri ve Üye Profilleri;Funda ŞAHİN;Başbakanlık Kadının Statüsü Gen Müd.;Ankara - 2011
668;"Seçimler, TBMM ve Hükümet Sistemleri - TÜSİAD ""Demokratik Standartların Yükseltilmesi Paketi"" Tartışma Toplantıları Dizisi 2";;TÜSİAD;İstanbul - 1997
669;Yerel Seçimler Panoraması 1963-1999;Ed: Oya ÇİTÇİ ve Diğ.;TODAİE;Ankara - 2001
670;Türkiye ve Avrupa'da Seçim Sistemleri;;Politika ve Toplum, Friederich Ebert V.;İstanbul - 1996
671;Amerika Birleşik Devletleri'nde Lobi Faaliyetleri;N. Nisa BAYRAMOĞLU;Dış Politika Enstitüsü;Ankara - 1985
672;Millet Vekili Genel Seçimi İl ve İlçe Sonuçları - 2007, 2002, 1999, 1995, 1991;;TÜİK;Ankara - 2008
673;Millet Vekili Genel Seçimleri (1923-2011);;TÜİK;Ankara - 2012
674;Yerel Seçimler Coğrafyası  1963-1999;Oya ÇİTÇİ;TODAİE ;Ankara - 2005
675;Otuzuncu Yılında Türk İşgücü Göçü ve Geleceğine İlişkin Görüşlerimiz;Necdet BASA;ÇSGB;Ankara - 1991
676;Mültecilerin Akıl sağlığı;;Dünya Sağlık Örgütü;Cenevre - 1996
677;Emperyalizm, Gelişme ve Bağımlılık Üzerine;Der: Melih ERSOY;V Yayınları;Ankara - 1992
678;Uluslararası İlişkiler ve Dış Politika - 10. Baskı;Tayyar ARI;MKM Yayıncılık;Bursa - 2013
679;Uluslararası İlişkiler Sözlüğü;Graham Evans, Jeffrey Newnham, Çev: H.Ahsen Utku;Gökkubbe Bilimevi Basım Yayın;İstanbul - 2007
680;Azarbeycan - Rusya İlişkileri - Eyalet-Merkez Düzeyinden Eşit Statüye (1991-2000) ;Nazim CAFERSOY;Avrasya - Bir Vakfı;Ankara - 2000
681;"""Doğumunun 125. Yılında Türkiye'nin Önemi"" - Uludağ Üniversitesi II. Ulusal Genç 
Bilim İnsanları Sempozyumu";;Uludağ Üniversitesi ;Bursa - 2006
682;Atatürk Dönemi Türk Dış Politikası;Haz: Berna TÜRKDOĞAN;Atatürk Araştırma Merkezi;Ankara - 2000
683;Uluslararası İlişkilerde Anahtar Metinler;Haz: Esra DİRİ;Uluslararası İlişkiler Kütüphanesi;İstanbul - 2013
684;Genel Sistem Kuramı ve Uluslararası Siyasetteki Yeri;Hasan KÖNİ;Avrasya - Bir Vakfı;Ankara - 2001
685;Jeopolitik, Strateji ve Coğrafya;Colin S. GRAY, Geoffrey SLOAN;Avrasya - Bir Vakfı;Ankara - 2003
686;Büyük Güçlerin Yükseliş ve Çöküşleri;Paul KENNEDY, Çev: Birtane Karanakçı;İş Bankası Yayınları;İstanbul - 2010
687;"Atatürk'ün Milli Dış Politikası (Milli Mücadele Dönemine Ait 100 Belge) 1919-1923 
(2 Cilt) ";;Kültür  Bakanlığı;Ankara - 1994
688;The Futurre of Power;Joseph S. NYE. Jr.;Puplice Affairs;Amerika - 2011
689;İngiliz Casusunun İtirafları ve İngilizlerin İslam Düşmanlığı - 97. Baskı;Çev: M. Sıddık GÜMÜŞ;Hakikat Kitabevi;İstanbul - 2015
690;Dirty Wars - The World is a Battlefield;jeremy Scahill;Nation Books;Newyork - 2013
691;Örtülü İstila ve Psikolojik Savaş;Muzaffer ÖZDAĞ;Avrasya - Bir Vakfı;Ankara - 2003
692;Türkiye'yi Parçalama Planları - 100 Plan (Haçlı Taassubu - Türkiye Düşmanlığı);Çev: Yakup ÜSTÜN;Türkiye Diyanet Vakfı;Ankara - 1993
693;Medeniyetler Çatışması;Samuel P.Huntington;Vadi Yayınları;Ankara - 2006
694;Barış Çalışmaları ve Çatışmaların Çözümü;Mustafa AYDIN;Avrasya - Bir Vakfı;Ankara - 2001
695;Teoriler Işığında Güvenlik, Savaş, Barış ve Çatışma Çözümleri;Ed: Atilla SANDIKLI;Bilgesam Yayınları;İstanbul - 2012
696;Tırmandırma Siyasetine Bir Örnek: S-300 Krizi;S.Gülden AYMAN;Avrasya - Bir Vakfı;Ankara - 2000
697;Protokol Yönetimi - Kamusal Yaşamda Protokol Kuralları ;Nihat AYTÜRK;TODAİ;Ankara-2014
698;İş Ortamında Protokol - 5. Baskı;Mehmet ALTINÖZ, Hasan TUTAR;Seçkin Yayıncılık;Ankara - 2007
699;Protokol Bilgisi - Göz. Geç. 7. Baskı;Hasan Tutar, Mehmet ALTINÖZ;Seçkin Yayıncılık;Ankara - 2013
700;Protokol Yönetimi - Kamusal Yaşamda Protokol Kuralları (Gen. 2. Baskı);Nihat AYTÜRK;TODAİE ;Ankara - 2005
701;Bir Başka Açıdan İngiltere;Der: Sedat LAÇİNER;Avrasya - Bir Vakfı;Ankara - 2001
702;"Elçibey Dönemi Azerbeycan Dış Politikası - Bir Bağımsızlık Mücadelesinin Diplomatik 
Öyküsü";Nazım CAFERSOY;Avrasya - Bir Vakfı;Ankara - 2001
703;Bulgaristan'la Yeni Dönem (Soğuk Savaş Sonrası Ankara-Sofya İlişkileri);Birgül DEMİRTAŞ-COŞKUN;Avrasya - Bir Vakfı;Ankara - 2001
704;Çin Halk Cumhuriyeti Dış Politikası (1950-2000);Nuraniye Hidayet EKREM;Avrasya - Bir Vakfı;Ankara - 2003
705;Japonya-Çin Halk Cumhuriyeti İlişkileri;A.Mete TUNCOKU;Avrasya - Bir Vakfı;Ankara - 2002
706;Son Kararınız Mı?;Yurdagün GÖKER;Avrasya - Bir Vakfı;Ankara - 2003
707;İlerleme Raporu Işığında AB-Türkiye İlişkilerinin Geleceği - Gerçekler ve Hedefler;;Başkent Üniversitesi;Ankara - 2004
708;Osmanlı'nın İngiliz'le İmtihanı;Koray ŞERBETÇİ;Nesil Basım Yayın;İstanbul - 2017
709;"Kültür İlşkileri Türk-Alman Sempozyumu 1995 - Kulturkontakte Deutsch-Türkisches 
Sympozyumu 1995";;KÖRBER - Stiftung;Hamburg - 1996
710;Deutsch -Türkische Verhaltnisse im Europaischen Kontext;Muzaffer DARTAN ve Diğ.;Marmara Üniversitesi;İstanbul - 2010
711;"Türkiye ve Güney Kafkasya Gerçeği - Soğuk Savaş Sonrası Türkiye'nin Güney Kafkasya 
Politikası";Levent ŞEN;Ürün Yayınları;Ankara - 2009
712;Türk - Yunan  İlişkileri ve Kıbrıs Sorunu;Der: Alaeddin YALÇINKAYA;Sakarya Üniversitesi;Sakarya - 1998
713;Türk-Yunan Münasebetlerinin Dünü ve Bugünü;İsmet BİNARK;Türk Ocakları Genel Merkezi;Ankara - 1998
714;XX. Yüzyılın  İlk Yarısında Türk-Bulgar Askeri-Siyasi İlişkileri;;Genelkurmay Başkanlığı;Ankara - 2005
715;Tarihte Türk-Bulgar  İlişkileri;;Genelkurmay Başkanlığı;Ankara - 2004
716;Tarihte Türk-Rumen İlişkileri;;Genelkurmay Başkanlığı;Ankara - 2006
717;Türkiye ve Asya Ülkeleri - Siyasi Ekonomik İlişkiler (Avrasya , Ortadoğu, Uzakdoğu);Ed: Atilla SANDIKLI ve Diğ.;Tasam Yayınları;İstanbul - 2006
718;Kore Kalkınmasının Temelleri ve Türk-Kore İlişkileri;Mustafa KARABİBER;Hazine Müsteşarliği;Ankara - 1997
719;Ortadoğu'da Türkiye Algısı 2011;Mensur Akgün, Sabiha Senyücel Gündoğar;TESEV Yayınları;İstanbul - 2012
720;Bölgesel ve Küresel Politikalarda Orta Asya;Ed: M. Savaş KAFKASYALI ve Diğ.;Ahmet Yesevi Üniversitesi;Ankara - 2012
721;Kafkasya ve Orta Asya Cumhuriyetleri - Ülke Profilleri ve Türkiye İle Ekonomik İlişkiler;Ali SÖNMEZ;DPT;Ankara - 1996
722;"Sovyetler Birliği Sonrası Bağımsız Türk Cumhuriyetleri ve Türk Gruplarının 
Sosyo-Ekonomik Analizi  - Türkiye İle İlişkileri";İlhan Uludağ, Salih Mehmedov;TOBB;İstanbul - 1992
723;Yeni Bir Yüzyılın Eşiğinde Türkiye- ABD Ortaklığı;H. Edip BAŞER ve Diğ.;Global İlişkiler Forumu;İstanbul - 2011
724;Turkey-USA Partnership at The Dawn of a New Century;H. Edip BAŞER ve Diğ.;Global İlişkiler Forumu;İstanbul - 2011
725;Türkiye-Arnavutluk İlişkileri (Büyükelçilik Anıları 1985-1988) ;Bilal N. ŞİMŞİR;Avrasya - Bir Vakfı;Ankara - 2001
726;Türk-Bulgar İlişkileri 1983-1989 - Cilt I;Ömer E. LÜTEM;Avrasya - Bir Vakfı;Ankara - 2000
727;Nursultan NAZARBAYEV'in Avrasya Misyonu;Aleksandr DUGİN;Yeni Avrasya Yayınları;Ankara - 2006
728;"ABD-İngiltere İlişkileri: ""Özel"" Bir İlişki";Sedat LAÇİNER;Avrasya - Bir Vakfı;Ankara - 2001
729;Dış Basında Türkiye 1977-1987;;Başbakanlık;Ankara - 1987
730;Teorik Çerçevede Geçmişten Günümüze Türkiye Dış Politikası;Ali Eren BALIKEL;Kerasus Kitap;İstanbul - 2017
731;Türk Dış Politikasının Temel Konuları - (Özlü İngilizce Konuşma Notları);;Dışişleri Bakanlığı;Ankara - 2011
732;Türkiye'nin Jeopolitiği ve Ermeni Propagandası;Agah Oktay GÜNER;Türkiye Ekonomik ve Sosyal Araşt. Vak.;Ankara - 2001
733;Yeni Yüzyılda Türk Dış Politikasının Ufukları;Abdullah GÜL;Dışişleri Bakanlığı;Ankara -2007
734;Türkiye-Suriye Bölgelerarası İşbirliği Programı 2006 - 2009 Faaliyet Raporu;;DPT ;Ankara - 2009
735;Türk-İsrail Stratejik Ortaklığı;Efraim INBAR;Avrasya - Bir Vakfı;Ankara - 2001
736;"""Bizi Yanlış Tanıyorlar…"" - Avrupalıların Türkiye ve Türkler Hakkındaki Algıları";Hakan YILMAZ, Emre ERDOĞAN;İstanbul Bilgi Üniversitesi ;İstanbul - 2012
